"File","Offset","Pointers","Japanese","English","width","height","lineheight",,"English"
"RoboDesc.opb","0x5faf","0x1 0xd58","/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。","/c5Drill Tank/c3: Spin the drill with the spinner.
/c5Human Form/c3:
  Dial: Spins drill.
  Middle two buttons: /c5Super Weapon Drill Missile/c3. Push 1-5 in order to fire.
  Red button: /c5Self-destruct/c3.",114,176,16,,"/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。"
"RoboDesc.opb","0x608c","0x1 0xd70","ドリル人形テレスト２","Drill Puppet Terrest-2",-1,-1,16,,"Drill Puppet Terrest-2"
"RoboDesc.opb","0x60a1","0x1 0xd74","ドリル人形テレスト２","|Drill Puppet Terrest-2",124,16,16,,"Drill Puppet Terrest-2"
"RoboDesc.opb","0x60b6","0x1 0xd80","　ドリル人形の強
化型。超兵器ドリ
ルミサイルのダメ
ージが劇的に上昇。
必殺の破壊力を持
つ武器となった。","　ドリル人形の強
化型。超兵器ドリ
ルミサイルのダメ
ージが劇的に上昇。
必殺の破壊力を持
つ武器となった。",114,176,16,,"　ドリル人形の強
化型。超兵器ドリ
ルミサイルのダメ
ージが劇的に上昇。
必殺の破壊力を持
つ武器となった。"
"RoboDesc.opb","0x6123","0x1 0xd84","/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。","/c5Drill Tank/c3: Spin the drill with the spinner.
/c5Human Form/c3:
  Dial: Spins drill.
  Middle two buttons: /c5Super Weapon Drill Missile/c3. Push 1-5 in order to fire.
  Red button: /c5Self-destruct/c3.",114,176,16,,"/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。"
"RoboDesc.opb","0x6200","0x1 0xd9c","ドリル人形テレスト３","Drill Puppet Terrest-3",-1,-1,16,,"Drill Puppet Terrest-3"
"RoboDesc.opb","0x6215","0x1 0xda0","ドリル人形テレスト３","|Drill Puppet Terrest-3",124,16,16,,"Drill Puppet Terrest-3"
"RoboDesc.opb","0x622a","0x1 0xdac","　ドリル人形の最
終形。全性能が大
きく向上している。","　ドリル人形の最
終形。全性能が大
きく向上している。",114,176,16,,"　ドリル人形の最
終形。全性能が大
きく向上している。"
"RoboDesc.opb","0x6261","0x1 0xdb0","/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。","/c5Drill Tank/c3: Spin the drill with the spinner.
/c5Human Form/c3:
  Dial: Spins drill.
  Middle two buttons: /c5Super Weapon Drill Missile/c3. Push 1-5 in order to fire.
  Red button: /c5Self-destruct/c3.",114,176,16,,"/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。"
"RoboDesc.opb","0x633e","0x1 0xdc8","人形重機ダンヴァー","Industrial Puppet Dumver",-1,-1,16,,"Machinery Puppet Dumver"
"RoboDesc.opb","0x6351","0x1 0xdcc","人形重機ダンヴァー","|Industrial Puppet Dumver",124,16,16,,"Machinery Puppet Dumver"
"RoboDesc.opb","0x6364","0x1 0xdd8","　ダンプカー型の
人形。非常に/c5高い
パワー/c3を持ち、人
型へも変形できる。
　作業用の人形だ
が、オートマンと
の戦闘を想定し、
火器も搭載。剣の
ような武具は持た
ないが、パンチの
連打は絶大な威力。","　ダンプカー型の
人形。非常に/c5高い
パワー/c3を持ち、人
型へも変形できる。
　作業用の人形だ
が、オートマンと
の戦闘を想定し、
火器も搭載。剣の
ような武具は持た
ないが、パンチの
連打は絶大な威力。",114,176,16,,"　ダンプカー型の
人形。非常に/c5高い
パワー/c3を持ち、人
型へも変形できる。
　作業用の人形だ
が、オートマンと
の戦闘を想定し、
火器も搭載。剣の
ような武具は持た
ないが、パンチの
連打は絶大な威力。"
"RoboDesc.opb","0x6433","0x1 0xddc","/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。","/c5Car/c3: Control speed by moving the lever up and down. Steer with the wheel.
/c5Human Form/c3:
  Right lever: Move the arms.
  Circular spinner: Turn to unleash a deadly Cyclone Punch.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。"
"RoboDesc.opb","0x64fe","0x1 0xdf4","人形重機ダンヴァー２","Industrial Puppet Dumver-2",-1,-1,16,,"Heavy Machinery Puppet Dumver-2"
"RoboDesc.opb","0x6513","0x1 0xdf8","人形重機ダンヴァー２","|Industrial Puppet Dumver-2",124,16,16,,"Heavy Machinery Puppet Dumver-2"
"RoboDesc.opb","0x6528","0x1 0xe04","　ダンヴァーの強
化型。耐久度が大
きく向上した。パ
ンチの破壊力も激
増し、接近戦では
高い戦闘能力を発
揮する。","　ダンヴァーの強
化型。耐久度が大
きく向上した。パ
ンチの破壊力も激
増し、接近戦では
高い戦闘能力を発
揮する。",114,176,16,,"　ダンヴァーの強
化型。耐久度が大
きく向上した。パ
ンチの破壊力も激
増し、接近戦では
高い戦闘能力を発
揮する。"
"RoboDesc.opb","0x659d","0x1 0xe08","/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。","/c5Car/c3: Control speed by moving the lever up and down. Steer with the wheel.
/c5Human Form/c3:
  Right lever: Move the arms.
  Circular spinner: Turn to unleash a deadly Cyclone Punch.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。"
"RoboDesc.opb","0x6668","0x1 0xe20","人形重機ダンヴァー３","Industrial Puppet Dumver-3",-1,-1,16,,"Heavy Machinery Puppet Dumver-3"
"RoboDesc.opb","0x667d","0x1 0xe24","人形重機ダンヴァー３","|Industrial Puppet Dumver-3",124,16,16,,"Heavy Machinery Puppet Dumver-3"
"RoboDesc.opb","0x6692","0x1 0xe30","　ダンヴァーの最
終形。打撃性能が
極限まで高まり、
凄まじいパワーの
人形となった。","　ダンヴァーの最
終形。打撃性能が
極限まで高まり、
凄まじいパワーの
人形となった。",114,176,16,,"　ダンヴァーの最
終形。打撃性能が
極限まで高まり、
凄まじいパワーの
人形となった。"
"RoboDesc.opb","0x66e9","0x1 0xe34","/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。","/c5Car/c3: Control speed by moving the lever up and down. Steer with the wheel.
/c5Human Form/c3:
  Right lever: Move the arms.
  Circular spinner: Turn to unleash a deadly Cyclone Punch.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。"
"RoboDesc.opb","0x67b4","0x1 0xe4c","回転銃士ガノン","Whirl Musketeer Ganon",-1,-1,16,,"Whirl Musketeer Ganon"
"RoboDesc.opb","0x67c3","0x1 0xe50","回転銃士ガノン","|Whirl Musketeer Ganon",124,16,16,,"Whirl Musketeer Ganon"
"RoboDesc.opb","0x67d2","0x1 0xe5c","　/c5ガトリング砲/c3を
搭載した人形。速
射性能、破壊力と
もにケタはずれ。
射撃系人形の最終
形といってよい。
ただ、砲身があま
りに重く、大きい
ため、変形機構は
搭載できなかった。","　/c5ガトリング砲/c3を
搭載した人形。速
射性能、破壊力と
もにケタはずれ。
射撃系人形の最終
形といってよい。
ただ、砲身があま
りに重く、大きい
ため、変形機構は
搭載できなかった。",114,176,16,,"　/c5ガトリング砲/c3を
搭載した人形。速
射性能、破壊力と
もにケタはずれ。
射撃系人形の最終
形といってよい。
ただ、砲身があま
りに重く、大きい
ため、変形機構は
搭載できなかった。"
"RoboDesc.opb","0x688d","0x1 0xe60","　回転レバーを回
すと、銃身が回転。
砲を速射する。
　装填レバーを引
くと、弾が再装填。
　右のレバーを動
かすと、腕を上下
にふる。
　カバーのついた
ボタンで、/c5超兵器
ガルミサイル/c3発射。","  Spinner: Turn to rotate the barrel and fire rapidly.
  Loading lever: Reloads bullets.
  Right lever: Shakes the arms.
  Cover: Lift, then press the button to launch the /c5Super Weapon Gull Missile/c3.",114,176,16,,"　回転レバーを回
すと、銃身が回転。
砲を速射する。
　装填レバーを引
くと、弾が再装填。
　右のレバーを動
かすと、腕を上下
にふる。
　カバーのついた
ボタンで、/c5超兵器
ガルミサイル/c3発射。"
"RoboDesc.opb","0x6954","0x1 0xe78","回転銃士ボルガノン","Whirl Musketeer Bolganon",-1,-1,16,,"Whirl Musketeer Bolganon"
"RoboDesc.opb","0x6967","0x1 0xe7c","回転銃士ボルガノン","|Whirl Musketeer Bolganon",124,16,16,,"Whirl Musketeer Bolganon"
"RoboDesc.opb","0x697a","0x1 0xe88","　回転銃士の最終
形。
　射撃型の人形の
中では最高クラス
の性能を持つ。","　回転銃士の最終
形。
　射撃型の人形の
中では最高クラス
の性能を持つ。",114,176,16,,"　回転銃士の最終
形。
　射撃型の人形の
中では最高クラス
の性能を持つ。"
"RoboDesc.opb","0x69c5","0x1 0xe8c","　回転レバーを回
すと、銃身が回転。
砲を速射する。
　装填レバーを引
くと、弾が再装填。
　右のレバーを動
かすと、腕を上下
にふる。
　カバーのついた
ボタンで、/c5超兵器
ガルミサイル/c3発射。","  Spinner: Turn to rotate the barrel and fire rapidly.
  Loading lever: Reloads bullets.
  Right lever: Shakes the arms.
  Cover: Lift, then press the button to launch the /c5Super Weapon Gull Missile/c3.",114,176,16,,"　回転レバーを回
すと、銃身が回転。
砲を速射する。
　装填レバーを引
くと、弾が再装填。
　右のレバーを動
かすと、腕を上下
にふる。
　カバーのついた
ボタンで、/c5超兵器
ガルミサイル/c3発射。"
"RoboDesc.opb","0x6a8c","0x1 0xea4","人形甲虫フェンシル","Puppet Beetle Fainsil",-1,-1,16,,"Puppet Beetle Fensir"
"RoboDesc.opb","0x6a9f","0x1 0xea8","人形甲虫フェンシル","|Puppet Beetle Fainsil",124,16,16,,"Puppet Beetle Fensir"
"RoboDesc.opb","0x6ab2","0x1 0xeb4","　鋭い/c5ハサミ状の
ツノ/c3を持つ昆虫型
人形。
　バトルモードに
変形することで、
背中に搭載した大
型エネルギー砲・
/c5超兵器メテオシュ
ーター/c3を発射でき
る。","　鋭い/c5ハサミ状の
ツノ/c3を持つ昆虫型
人形。
　バトルモードに
変形することで、
背中に搭載した大
型エネルギー砲・
/c5超兵器メテオシュ
ーター/c3を発射でき
る。",114,176,16,,"　鋭い/c5ハサミ状の
ツノ/c3を持つ昆虫型
人形。
　バトルモードに
変形することで、
背中に搭載した大
型エネルギー砲・
/c5超兵器メテオシュ
ーター/c3を発射でき
る。"
"RoboDesc.opb","0x6b5b","0x1 0xeb8","　上下のレバーで
首を縦に動かす。
左右のレバーでハ
サミ開閉。ボタン
でスパークボール。
　左上のボタンで
バトルモードに変
形。回転レバーを
回し続けると、/c5超
兵器メテオシュー
ター/c3を発射する。","  Vertical lever: Moves neck.
  Horizontal lever: Operates pincers.
  Button: Spark Ball.
  Upper-left button: Battle Mode.
  Spinner: Continually turn to fire /c5Super Weapon Meteo Shooter/c3.",114,176,16,,"　上下のレバーで
首を縦に動かす。
左右のレバーでハ
サミ開閉。ボタン
でスパークボール。
　左上のボタンで
バトルモードに変
形。回転レバーを
回し続けると、/c5超
兵器メテオシュー
ター/c3を発射する。"
"RoboDesc.opb","0x6c28","0x1 0xed0","人形甲虫フェンシル２","Puppet Beetle Fainsil-2",-1,-1,16,,"Puppet Beetle Fensir-2"
"RoboDesc.opb","0x6c3d","0x1 0xed4","人形甲虫フェンシル２","|Puppet Beetle Fainsil-2",124,16,16,,"Puppet Beetle Fensir-2"
"RoboDesc.opb","0x6c52","0x1 0xee0","　人形甲虫フェン
シルの改良型。
　基本性能が大き
く向上している。","　人形甲虫フェン
シルの改良型。
　基本性能が大き
く向上している。",114,176,16,,"　人形甲虫フェン
シルの改良型。
　基本性能が大き
く向上している。"
